ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
12464,106-HT-T01,Pre-PQ Process,SO-1288,DN-445,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-01-22,2008-01-22,2008-01-22,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,100,175.0,1.75,0.03,"Aurobindo Unit III, India",No,38515.8,38515.8,0.28
12465,112-NG-T01,Pre-PQ Process,SO-1430,DN-551,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-01-16,2008-01-16,2008-01-16,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,4,10.36,2.59,0.01,"Aurobindo Unit III, India",No,2047.0,2047.0,0.02
12470,117-ET-T01,Pre-PQ Process,SO-1529,DN-524,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-02-04,2008-02-04,2008-02-04,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,3326,7150.9,2.15,0.01,"Aurobindo Unit III, India",Yes,4485.25,4485.25,11.44
12471,104-CI-T01,Pre-PQ Process,SO-1284,DN-610,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-02-05,2008-02-19,2008-02-19,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,35600,263440.0,7.4,0.12,"Cipla, Goa, India",Yes,6778.91,6778.91,421.5
12472,104-CI-T01,Pre-PQ Process,SO-1663,DN-611,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-03-06,2008-02-19,2008-02-19,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,371,3524.5,9.5,0.16,"Aurobindo Unit III, India",Yes,8321.29,8321.29,5.64
12473,113-ZW-T01,Pre-PQ Process,SO-1874,DN-803,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-01,2008-07-01,2008-07-01,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,0,Test kit,25,9700,194000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,12781.58,12781.58,310.4
12475,106-HT-T01,Pre-PQ Process,SO-2071,DN-693,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-11,2008-04-11,2008-04-11,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,70,1187.2,16.96,0.09,"MSD, Haarlem, NL",Yes,933.09,933.09,1.9
12476,106-HT-T01,Pre-PQ Process,SO-2071,DN-693,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-11,2008-04-11,2008-04-11,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,31,525.76,16.96,0.09,"MSD, Haarlem, NL",No,933.09,933.09,0.84
12477,112-NG-T01,Pre-PQ Process,SO-2351,DN-717,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-18,2008-04-18,2008-04-18,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1521,2311.92,1.52,0.03,"Aurobindo Unit III, India",No,2812.3,2812.3,3.7
12478,112-NG-T01,Pre-PQ Process,SO-2351,DN-717,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-18,2008-04-18,2008-04-18,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,420,638.4,1.52,0.03,"Aurobindo Unit III, India",No,2812.3,2812.3,1.02
12479,112-NG-T01,Pre-PQ Process,SO-2351,DN-717,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-18,2008-04-18,2008-04-18,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3077,36954.77,12.01,0.4,"Aurobindo Unit III, India",No,2812.3,2812.3,59.13
12480,112-NG-T01,Pre-PQ Process,SO-2351,DN-717,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-18,2008-04-18,2008-04-18,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,15,412.95,27.53,0.46,Mylan (formerly Matrix) Nashik,No,2812.3,2812.3,0.66
12481,109-TZ-T01,Pre-PQ Process,SO-2560,DN-826,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-29,2008-07-29,2008-07-29,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,122590,1158475.5,9.45,0.16,"Aurobindo Unit III, India",No,15210.0,15210.0,1853.56
12482,113-ZW-T01,Pre-PQ Process,SO-2790,DN-798,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-07-30,2008-07-30,2008-07-30,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9732,72016.8,7.4,0.12,"Cipla, Goa, India",Yes,2705.71,2705.71,115.23
12483,106-HT-T01,Pre-PQ Process,SO-1916,DN-658,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-03-19,2008-03-19,2008-03-19,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,0,Test kit,100,345,23115.0,67.0,0.67,Inverness Japan,Yes,1328.2,1328.2,36.98
12484,109-TZ-T01,Pre-PQ Process,SO-2556,DN-748,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-06-30,2008-06-30,2008-06-30,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,75000,900750.0,12.01,0.4,"Aurobindo Unit III, India",Yes,9330.0,9330.0,1441.2
12485,110-ZM-T01,Pre-PQ Process,SO-1992,DN-689,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-03,2008-04-03,2008-04-03,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6597,62671.5,9.5,0.16,"Aurobindo Unit III, India",Yes,2891.6,2891.6,100.27
12486,109-TZ-T01,Pre-PQ Process,SO-2559,DN-791,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-09-16,2008-09-16,2008-09-16,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,155319,1149360.6,7.4,0.12,"Cipla, Goa, India",Yes,80239.66,80239.66,1838.98
12487,112-NG-T01,Pre-PQ Process,SO-1571,DN-620,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-02-14,2008-02-14,2008-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8940,120690.0,13.5,0.22,"Cipla, Goa, India",No,2722.38,2722.38,193.1
12488,111-MZ-T01,Pre-PQ Process,SO-2015,DN-665,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-06-05,2008-06-05,2008-06-05,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,33787,419634.54,12.42,0.41,"Aurobindo Unit III, India",Yes,3316.9,3316.9,671.42
12490,106-HT-T01,Pre-PQ Process,SO-2053,DN-744,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-06-02,2008-06-02,2008-06-02,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,39,68.25,1.75,0.03,"Aurobindo Unit III, India",No,12508.65,12508.65,0.11
12492,110-ZM-T01,Pre-PQ Process,SO-1806,DN-625,Zambia,PMO - US,From RDC,N/A - From RDC,Missing,Pre-PQ Process,N/A - From RDC,2008-03-28,2008-03-28,2008-03-28,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,40000,136000.0,3.4,0.06,Hetero Unit III Hyderabad IN,No,35246.5,35246.5,217.6
12493,114-UG-T01,Pre-PQ Process,SO-2341,DN-714,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-05-19,2008-05-19,2008-05-19,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,800,7560.0,9.45,0.16,"Aurobindo Unit III, India",Yes,935.8,935.8,12.1
12495,109-TZ-T01,Pre-PQ Process,SO-2558,DN-764,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-06-30,2008-06-30,2008-06-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,112191,1060204.95,9.45,0.16,"Aurobindo Unit III, India",Yes,8831.92,8831.92,1696.33
12496,123-NG-T01,Pre-PQ Process,SO-2553,DN-836,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-31,2008-07-31,2008-07-31,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,1132,18112.0,16.0,0.18,"Aurobindo Unit III, India",No,15307.62,15307.62,28.98
12497,104-CI-T01,Pre-PQ Process,SO-2043,DN-684,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-08,2008-04-08,2008-04-08,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,1971,2759.4,1.4,0.01,"Aurobindo Unit III, India",No,1996.68,1996.68,4.42
12498,117-ET-T01,Pre-PQ Process,SO-2358,DN-720,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-21,2008-04-21,2008-04-21,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,3000,4200.0,1.4,0.01,"Aurobindo Unit III, India",Yes,1850.7,1850.7,6.72
12500,106-HT-T01,Pre-PQ Process,SO-2042,DN-682,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-03-21,2008-03-21,2008-03-21,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,7770,11810.4,1.52,0.03,"Aurobindo Unit III, India",No,11340.2,11340.2,18.9
12501,104-CI-T01,Pre-PQ Process,SO-791,DN-641,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Missing,Pre-PQ Process,N/A - From RDC,2008-03-03,2008-03-03,2008-03-03,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,0,Test kit,100,1505,108344.95,71.99,0.72,Inverness Japan,No,1759.4,1759.4,173.35
12502,109-TZ-T01,Pre-PQ Process,SO-1652,DN-637,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-03-28,2008-03-28,2008-03-28,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,48610,461795.0,9.5,0.16,"Aurobindo Unit III, India",No,20395.6,20395.6,738.87
12503,106-HT-T01,Pre-PQ Process,SO-2069,DN-704,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-21,2008-04-21,2008-04-21,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,3115,25387.25,8.15,0.14,"Aurobindo Unit III, India",Yes,2599.0,2599.0,40.62
12504,109-TZ-T01,Pre-PQ Process,SO-2001,DN-757,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-06-30,2008-06-30,2008-06-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,6722,63859.0,9.5,0.16,"Aurobindo Unit III, India",Yes,1108.08,1108.08,102.17
12505,110-ZM-T01,Pre-PQ Process,SO-1894,DN-808,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-07-23,2008-07-23,2008-07-23,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,55000,660550.0,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,2196.18,2196.18,1056.88
12506,104-CI-T01,Pre-PQ Process,SO-1307,DN-626,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-02-27,2008-02-27,2008-02-27,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,17621,59911.4,3.4,0.06,"Aurobindo Unit III, India",Yes,3428.5,3428.5,95.86
12507,104-CI-T01,Pre-PQ Process,SO-1838,DN-632,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-03-13,2008-03-13,2008-03-13,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,0,Test kit,100,250,17997.5,71.99,0.72,Inverness Japan,No,1225.42,1225.42,28.8
12508,113-ZW-T01,Pre-PQ Process,SO-1922,DN-644,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-03-12,2008-03-12,2008-03-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6295,51304.25,8.15,0.14,"Aurobindo Unit III, India",No,1746.3,1746.3,82.09
12509,106-HT-T01,Pre-PQ Process,SO-2348,DN-745,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-06-02,2008-06-02,2008-06-02,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1925,15688.75,8.15,0.14,"Aurobindo Unit III, India",Yes,1355.06,1355.06,25.1
12511,106-HT-T01,Pre-PQ Process,SO-2055,DN-690,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-04-14,2008-04-14,2008-04-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,240,9864.0,41.1,0.34,ABBVIE Ludwigshafen Germany,No,47525.69,47525.69,15.78
12513,100-PK-T01,Pre-PQ Process,SO-2497,DN-741,Pakistan,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-05-20,2008-05-20,2008-05-20,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,0,Test kit,20,10,320.0,32.0,1.6,"Trinity Biotech, Plc",Yes,400.75,400.75,0.51
12515,111-MZ-T01,Pre-PQ Process,SO-1882,DN-817,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-08-07,2008-08-07,2008-08-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,138325,995940.0,7.2,0.12,"Strides, Bangalore, India.",No,9161.95,9161.95,1593.5
12516,109-TZ-T01,Pre-PQ Process,SO-2564,DN-751,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-01,2008-07-01,2008-07-01,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,75318,114483.36,1.52,0.03,"Aurobindo Unit III, India",Yes,22965.4,22965.4,183.17
12517,109-TZ-T01,Pre-PQ Process,SO-1696,DN-763,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-09,2008-07-09,2008-07-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,101445,1259946.9,12.42,0.41,"Aurobindo Unit III, India",No,9043.65,9043.65,2015.92
12518,109-TZ-T01,Pre-PQ Process,SO-1696,DN-763,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-09,2008-07-09,2008-07-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,58086,551817.0,9.5,0.16,"Aurobindo Unit III, India",No,9043.65,9043.65,882.91
12519,114-UG-T01,Pre-PQ Process,SO-2677,DN-789,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-10,2008-07-10,2008-07-10,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,500,775.0,1.55,0.03,"Aurobindo Unit III, India",Yes,578.24,578.24,1.24
12521,111-MZ-T01,Pre-PQ Process,SO-15084,DN-1024,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2009-02-09,2009-02-09,2009-02-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,560,8545.6,15.26,0.17,"Aurobindo Unit III, India",No,3613.31,3613.31,16.75
12522,111-MZ-T01,Pre-PQ Process,SO-18330,DN-1002,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-11-27,2008-11-27,2008-11-27,ARV,Adult,SCMS from RDC,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,180,0.0,0.0,0.0,ABBVIE (Abbott) France,Yes,2765.64,2765.64,0.0
12524,105-GY-T01,Pre-PQ Process,SO-18470,DN-1017,Guyana,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-11-21,2008-11-21,2008-11-21,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,420,1218.0,2.9,0.05,"Aurobindo Unit III, India",No,1465.71,1465.71,2.39
12525,110-ZM-T01,Pre-PQ Process,SO-2494,DN-1005,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-12-01,2008-12-01,2008-12-01,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,50000,170000.0,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,3629.37,3629.37,333.2
12526,110-ZM-T01,Pre-PQ Process,SO-15290,DN-999,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-11-14,2008-11-14,2008-11-14,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1800,3780.0,2.1,0.01,"Aurobindo Unit III, India",Yes,5110.76,5110.76,7.41
12527,112-NG-T01,Pre-PQ Process,SO-11020,DN-1013,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-11-20,2008-11-20,2008-11-20,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,36,50.4,1.4,0.01,"Aurobindo Unit III, India",Yes,857.17,857.17,0.1
12530,100-PK-T01,Pre-PQ Process,SO-14930,DN-1004,Pakistan,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-11-17,2008-11-17,2008-11-17,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,0,Test kit,25,16,320.0,20.0,0.8,"Standard Diagnostics, Korea",No,851.24,851.24,0.63
12531,132-NG-T01,Pre-PQ Process,SO-2681,DN-843,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-28,2008-07-28,2008-07-28,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,15000,393750.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,7463.74,7463.74,630.0
12532,110-ZM-T01,Pre-PQ Process,SO-2482,DN-938,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-10-06,2008-10-06,2008-10-06,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,50000,600500.0,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,4579.42,4579.42,960.8
12533,110-ZM-T01,Pre-PQ Process,SO-16670,DN-993,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-12-01,2008-12-01,2008-12-01,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,138,469.2,3.4,0.06,Hetero Unit III Hyderabad IN,No,3629.37,3629.37,0.92
12534,102-KE-T01,Pre-PQ Process,SO-11480,DN-994,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,2008-10-31,2008-10-31,2008-10-31,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,0,Test kit,20,1250,40000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,157.5,157.5,78.4
12535,123-NG-T01,Pre-PQ Process,SO-11231,DN-862,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-07-31,2008-07-31,2008-07-31,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,20000,525000.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,10665.71,10665.71,840.0
12536,114-UG-T01,Pre-PQ Process,SO-17450,DN-970,Uganda,PMO - US,From RDC,N/A - From RDC,Ocean,Pre-PQ Process,N/A - From RDC,2009-02-02,2009-02-02,2009-02-02,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,1166,2332.0,2.0,0.07,"Cipla, Goa, India",Yes,1240.0,1240.0,4.57
12537,111-MZ-T01,Pre-PQ Process,SO-2424,DN-850,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-09-05,2008-09-05,2008-09-05,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,9650,115896.5,12.01,0.4,"Aurobindo Unit III, India",No,3227.48,3227.48,185.43
12538,111-MZ-T01,Pre-PQ Process,SO-2424,DN-850,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-09-05,2008-09-05,2008-09-05,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16990,229365.0,13.5,0.22,"Aurobindo Unit III, India",No,3227.48,3227.48,366.98
12539,111-MZ-T01,Pre-PQ Process,SO-2424,DN-850,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2008-09-05,2008-09-05,2008-09-05,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,120,349.2,2.91,0.05,Hetero Unit III Hyderabad IN,No,3227.48,3227.48,0.56
